#TYPE System.Management.Automation.AliasInfo
"HelpUri","ResolvedCommandName","DisplayName","ReferencedCommand","ResolvedCommand","Definition","Options","Description","OutputType","Name","CommandType","Source","Version","Visibility","ModuleName","Module","RemotingCapability","Parameters","ParameterSets"
"",,"Get-SSLegacyVolumeContainerMigrationPlan",,,,"None","",,"Get-SSLegacyVolumeContainerMigrationPlan","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"Get-SSLegacyVolumeContainerStatus",,,,"None","",,"Get-SSLegacyVolumeContainerStatus","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"Get-SSResource",,,,"None","",,"Get-SSResource","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"Get-SSResourceContext",,,,"None","",,"Get-SSResourceContext","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"Get-SSStorageAccountCredential",,,,"None","",,"Get-SSStorageAccountCredential","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"Get-SSTask",,,,"None","",,"Get-SSTask","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"Get-StorageEnclosureSNV",,,,"None","",,"Get-StorageEnclosureSNV","Alias","Storage","2.0.0.0","Public","Storage","Storage","PowerShell",,
"",,"Get-StorageEnclosureSNV",,,,"None","",,"Get-StorageEnclosureSNV","Alias","VMDirectStorage","1.0.0.0","Public","VMDirectStorage","VMDirectStorage","PowerShell",,
"",,"Get-SystemLanguage",,,,"None","",,"Get-SystemLanguage","Alias","LanguagePackManagement","1.0","Public","LanguagePackManagement","LanguagePackManagement","PowerShell",,
"",,"Get-WAPackEnvironment",,,,"None","",,"Get-WAPackEnvironment","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"Get-WAPackPublishSettingsFile",,,,"None","",,"Get-WAPackPublishSettingsFile","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"Get-WAPackSBLocation",,,,"None","",,"Get-WAPackSBLocation","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"Get-WAPackSBNamespace",,,,"None","",,"Get-WAPackSBNamespace","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"Get-WAPackSubscription",,,,"None","",,"Get-WAPackSubscription","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"Get-WAPackWebsite",,,,"None","",,"Get-WAPackWebsite","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"Get-WAPackWebsiteDeployment",,,,"None","",,"Get-WAPackWebsiteDeployment","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"Get-WAPackWebsiteLocation",,,,"None","",,"Get-WAPackWebsiteLocation","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"Get-WAPackWebsiteLog",,,,"None","",,"Get-WAPackWebsiteLog","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"Import-AdlStoreItem",,,,"None","",,"Import-AdlStoreItem","Alias","AzureRM.DataLakeStore","5.2.0","Public","AzureRM.DataLakeStore","AzureRM.DataLakeStore","PowerShell",,
"",,"Import-AzureRmAutomationModule",,,,"None","",,"Import-AzureRmAutomationModule","Alias","AzureRM.Automation","4.3.2","Public","AzureRM.Automation","AzureRM.Automation","PowerShell",,
"",,"Import-SSLegacyApplianceConfig",,,,"None","",,"Import-SSLegacyApplianceConfig","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"Import-SSLegacyVolumeContainer",,,,"None","",,"Import-SSLegacyVolumeContainer","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"Import-WAPackPublishSettingsFile",,,,"None","",,"Import-WAPackPublishSettingsFile","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"Initialize-Volume",,,,"None","",,"Initialize-Volume","Alias","Storage","2.0.0.0","Public","Storage","Storage","PowerShell",,
"",,"Initialize-Volume",,,,"None","",,"Initialize-Volume","Alias","VMDirectStorage","1.0.0.0","Public","VMDirectStorage","VMDirectStorage","PowerShell",,
"",,"Invoke-Hive",,,,"None","",,"Invoke-Hive","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"Join-AdlStoreItem",,,,"None","",,"Join-AdlStoreItem","Alias","AzureRM.DataLakeStore","5.2.0","Public","AzureRM.DataLakeStore","AzureRM.DataLakeStore","PowerShell",,
"",,"List-AzureRmApplicationGatewayAvailableSslOptions",,,,"None","",,"List-AzureRmApplicationGatewayAvailableSslOptions","Alias","AzureRM.Network","5.4.2","Public","AzureRM.Network","AzureRM.Network","PowerShell",,
"",,"List-AzureRmApplicationGatewayAvailableWafRuleSets",,,,"None","",,"List-AzureRmApplicationGatewayAvailableWafRuleSets","Alias","AzureRM.Network","5.4.2","Public","AzureRM.Network","AzureRM.Network","PowerShell",,
"",,"List-AzureRmApplicationGatewaySslPredefinedPolicy",,,,"None","",,"List-AzureRmApplicationGatewaySslPredefinedPolicy","Alias","AzureRM.Network","5.4.2","Public","AzureRM.Network","AzureRM.Network","PowerShell",,
"",,"Login-AzAccount",,,,"None","",,"Login-AzAccount","Alias","AzureRM.Profile","4.6.0","Public","AzureRM.Profile","AzureRM.Profile","PowerShell",,
"",,"Login-AzureRmAccount",,,,"None","",,"Login-AzureRmAccount","Alias","AzureRM.Profile","4.6.0","Public","AzureRM.Profile","AzureRM.Profile","PowerShell",,
"",,"Logout-AzAccount",,,,"None","",,"Logout-AzAccount","Alias","AzureRM.Profile","4.6.0","Public","AzureRM.Profile","AzureRM.Profile","PowerShell",,
"",,"Logout-AzureRmAccount",,,,"None","",,"Logout-AzureRmAccount","Alias","AzureRM.Profile","4.6.0","Public","AzureRM.Profile","AzureRM.Profile","PowerShell",,
"",,"Mount-AppPackageVolume",,,,"None","",,"Mount-AppPackageVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Mount-MsixPackageVolume",,,,"None","",,"Mount-MsixPackageVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Mount-MsixVolume",,,,"None","",,"Mount-MsixVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Move-AdlStoreItem",,,,"None","",,"Move-AdlStoreItem","Alias","AzureRM.DataLakeStore","5.2.0","Public","AzureRM.DataLakeStore","AzureRM.DataLakeStore","PowerShell",,
"",,"Move-AppPackage",,,,"None","",,"Move-AppPackage","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Move-MsixPackage",,,,"None","",,"Move-MsixPackage","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Move-SmbClient",,,,"None","",,"Move-SmbClient","Alias","SmbWitness","2.0.0.0","Public","SmbWitness","SmbWitness","PowerShell",,
"",,"New-AdlAnalyticsAccount",,,,"None","",,"New-AdlAnalyticsAccount","Alias","AzureRM.DataLakeAnalytics","4.2.3","Public","AzureRM.DataLakeAnalytics","AzureRM.DataLakeAnalytics","PowerShell",,
"",,"New-AdlAnalyticsComputePolicy",,,,"None","",,"New-AdlAnalyticsComputePolicy","Alias","AzureRM.DataLakeAnalytics","4.2.3","Public","AzureRM.DataLakeAnalytics","AzureRM.DataLakeAnalytics","PowerShell",,
"",,"New-AdlCatalogCredential",,,,"None","",,"New-AdlCatalogCredential","Alias","AzureRM.DataLakeAnalytics","4.2.3","Public","AzureRM.DataLakeAnalytics","AzureRM.DataLakeAnalytics","PowerShell",,
"",,"New-AdlCatalogSecret",,,,"None","",,"New-AdlCatalogSecret","Alias","AzureRM.DataLakeAnalytics","4.2.3","Public","AzureRM.DataLakeAnalytics","AzureRM.DataLakeAnalytics","PowerShell",,
"",,"New-AdlStore",,,,"None","",,"New-AdlStore","Alias","AzureRM.DataLakeStore","5.2.0","Public","AzureRM.DataLakeStore","AzureRM.DataLakeStore","PowerShell",,
"",,"New-AdlStoreItem",,,,"None","",,"New-AdlStoreItem","Alias","AzureRM.DataLakeStore","5.2.0","Public","AzureRM.DataLakeStore","AzureRM.DataLakeStore","PowerShell",,
"",,"New-ASRFabric",,,,"None","",,"New-ASRFabric","Alias","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,
"",,"New-ASRNetworkMapping",,,,"None","",,"New-ASRNetworkMapping","Alias","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,
"",,"New-ASRPolicy",,,,"None","",,"New-ASRPolicy","Alias","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,
"",,"New-ASRProtectableItem",,,,"None","",,"New-ASRProtectableItem","Alias","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,
"",,"New-ASRProtectionContainerMapping",,,,"None","",,"New-ASRProtectionContainerMapping","Alias","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,
"",,"New-ASRRecoveryPlan",,,,"None","",,"New-ASRRecoveryPlan","Alias","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,
"",,"New-ASRReplicationProtectedItem",,,,"None","",,"New-ASRReplicationProtectedItem","Alias","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,
"",,"New-ASRRP",,,,"None","",,"New-ASRRP","Alias","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,
"",,"New-ASRStorageClassificationMapping",,,,"None","",,"New-ASRStorageClassificationMapping","Alias","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,
"",,"New-ASRvCenter",,,,"None","",,"New-ASRvCenter","Alias","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,
"",,"New-AzureAs",,,,"None","",,"New-AzureAs","Alias","AzureRM.AnalysisServices","0.6.6","Public","AzureRM.AnalysisServices","AzureRM.AnalysisServices","PowerShell",,
"",,"New-AzureHDInsightCluster",,,,"None","",,"New-AzureHDInsightCluster","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"New-AzureHDInsightClusterConfig",,,,"None","",,"New-AzureHDInsightClusterConfig","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"New-AzureHDInsightHiveJobDefinition",,,,"None","",,"New-AzureHDInsightHiveJobDefinition","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"New-AzureHDInsightMapReduceJobDefinition",,,,"None","",,"New-AzureHDInsightMapReduceJobDefinition","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"New-AzureHDInsightPigJobDefinition",,,,"None","",,"New-AzureHDInsightPigJobDefinition","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"New-AzureHDInsightSqoopJobDefinition",,,,"None","",,"New-AzureHDInsightSqoopJobDefinition","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"New-AzureHDInsightStreamingMapReduceJobDefinition",,,,"None","",,"New-AzureHDInsightStreamingMapReduceJobDefinition","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"New-AzureRmDataFactoryV2",,,,"None","",,"New-AzureRmDataFactoryV2","Alias","AzureRM.DataFactoryV2","0.5.3","Public","AzureRM.DataFactoryV2","AzureRM.DataFactoryV2","PowerShell",,
"",,"New-AzureRmDataFactoryV2Dataset",,,,"None","",,"New-AzureRmDataFactoryV2Dataset","Alias","AzureRM.DataFactoryV2","0.5.3","Public","AzureRM.DataFactoryV2","AzureRM.DataFactoryV2","PowerShell",,
"",,"New-AzureRmDataFactoryV2LinkedService",,,,"None","",,"New-AzureRmDataFactoryV2LinkedService","Alias","AzureRM.DataFactoryV2","0.5.3","Public","AzureRM.DataFactoryV2","AzureRM.DataFactoryV2","PowerShell",,
"",,"New-AzureRmDataFactoryV2Pipeline",,,,"None","",,"New-AzureRmDataFactoryV2Pipeline","Alias","AzureRM.DataFactoryV2","0.5.3","Public","AzureRM.DataFactoryV2","AzureRM.DataFactoryV2","PowerShell",,
"",,"New-AzureRmDataFactoryV2Trigger",,,,"None","",,"New-AzureRmDataFactoryV2Trigger","Alias","AzureRM.DataFactoryV2","0.5.3","Public","AzureRM.DataFactoryV2","AzureRM.DataFactoryV2","PowerShell",,
"",,"New-AzureRmOperationalInsightsAzureAuditDataSource",,,,"None","",,"New-AzureRmOperationalInsightsAzureAuditDataSource","Alias","AzureRM.OperationalInsights","4.3.2","Public","AzureRM.OperationalInsights","AzureRM.OperationalInsights","PowerShell",,
"",,"New-SSAccessControlRecord",,,,"None","",,"New-SSAccessControlRecord","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"New-SSDeviceBackupPolicy",,,,"None","",,"New-SSDeviceBackupPolicy","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"New-SSDeviceBackupScheduleAddConfig",,,,"None","",,"New-SSDeviceBackupScheduleAddConfig","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"New-SSDeviceBackupScheduleUpdateConfig",,,,"None","",,"New-SSDeviceBackupScheduleUpdateConfig","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"New-SSDeviceVolume",,,,"None","",,"New-SSDeviceVolume","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"New-SSDeviceVolumeContainer",,,,"None","",,"New-SSDeviceVolumeContainer","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"New-SSInlineStorageAccountCredential",,,,"None","",,"New-SSInlineStorageAccountCredential","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"New-SSNetworkConfig",,,,"None","",,"New-SSNetworkConfig","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"New-SSStorageAccountCredential",,,,"None","",,"New-SSStorageAccountCredential","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"New-SSVirtualDevice",,,,"None","",,"New-SSVirtualDevice","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"New-WAPackSBNamespace",,,,"None","",,"New-WAPackSBNamespace","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"New-WAPackWebsite",,,,"None","",,"New-WAPackWebsite","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"Optimize-AppProvisionedPackages",,,,"None","",,"Optimize-AppProvisionedPackages","Alias","Dism","3.0","Public","Dism","Dism","PowerShell",,
"",,"Optimize-ProvisionedAppPackages",,,,"None","",,"Optimize-ProvisionedAppPackages","Alias","Dism","3.0","Public","Dism","Dism","PowerShell",,
"",,"Optimize-ProvisionedAppxPackages",,,,"None","",,"Optimize-ProvisionedAppxPackages","Alias","Dism","3.0","Public","Dism","Dism","PowerShell",,
"",,"Reactivate-AzureBatchTask",,,,"None","",,"Reactivate-AzureBatchTask","Alias","AzureRM.Batch","4.0.6","Public","AzureRM.Batch","AzureRM.Batch","PowerShell",,
"",,"Remove-AdlAnalyticsAccount",,,,"None","",,"Remove-AdlAnalyticsAccount","Alias","AzureRM.DataLakeAnalytics","4.2.3","Public","AzureRM.DataLakeAnalytics","AzureRM.DataLakeAnalytics","PowerShell",,
"",,"Remove-AdlAnalyticsComputePolicy",,,,"None","",,"Remove-AdlAnalyticsComputePolicy","Alias","AzureRM.DataLakeAnalytics","4.2.3","Public","AzureRM.DataLakeAnalytics","AzureRM.DataLakeAnalytics","PowerShell",,
"",,"Remove-AdlAnalyticsDataSource",,,,"None","",,"Remove-AdlAnalyticsDataSource","Alias","AzureRM.DataLakeAnalytics","4.2.3","Public","AzureRM.DataLakeAnalytics","AzureRM.DataLakeAnalytics","PowerShell",,
"",,"Remove-AdlAnalyticsFirewallRule",,,,"None","",,"Remove-AdlAnalyticsFirewallRule","Alias","AzureRM.DataLakeAnalytics","4.2.3","Public","AzureRM.DataLakeAnalytics","AzureRM.DataLakeAnalytics","PowerShell",,
"",,"Remove-AdlCatalogCredential",,,,"None","",,"Remove-AdlCatalogCredential","Alias","AzureRM.DataLakeAnalytics","4.2.3","Public","AzureRM.DataLakeAnalytics","AzureRM.DataLakeAnalytics","PowerShell",,
"",,"Remove-AdlCatalogSecret",,,,"None","",,"Remove-AdlCatalogSecret","Alias","AzureRM.DataLakeAnalytics","4.2.3","Public","AzureRM.DataLakeAnalytics","AzureRM.DataLakeAnalytics","PowerShell",,
"",,"Remove-AdlStore",,,,"None","",,"Remove-AdlStore","Alias","AzureRM.DataLakeStore","5.2.0","Public","AzureRM.DataLakeStore","AzureRM.DataLakeStore","PowerShell",,
"",,"Remove-AdlStoreFirewallRule",,,,"None","",,"Remove-AdlStoreFirewallRule","Alias","AzureRM.DataLakeStore","5.2.0","Public","AzureRM.DataLakeStore","AzureRM.DataLakeStore","PowerShell",,
"",,"Remove-AdlStoreItem",,,,"None","",,"Remove-AdlStoreItem","Alias","AzureRM.DataLakeStore","5.2.0","Public","AzureRM.DataLakeStore","AzureRM.DataLakeStore","PowerShell",,
"",,"Remove-AdlStoreItemAcl",,,,"None","",,"Remove-AdlStoreItemAcl","Alias","AzureRM.DataLakeStore","5.2.0","Public","AzureRM.DataLakeStore","AzureRM.DataLakeStore","PowerShell",,
"",,"Remove-AdlStoreItemAclEntry",,,,"None","",,"Remove-AdlStoreItemAclEntry","Alias","AzureRM.DataLakeStore","5.2.0","Public","AzureRM.DataLakeStore","AzureRM.DataLakeStore","PowerShell",,
"",,"Remove-AdlStoreTrustedIdProvider",,,,"None","",,"Remove-AdlStoreTrustedIdProvider","Alias","AzureRM.DataLakeStore","5.2.0","Public","AzureRM.DataLakeStore","AzureRM.DataLakeStore","PowerShell",,
"",,"Remove-AppPackage",,,,"None","",,"Remove-AppPackage","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Remove-AppPackageAutoUpdateSettings",,,,"None","",,"Remove-AppPackageAutoUpdateSettings","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Remove-AppPackageVolume",,,,"None","",,"Remove-AppPackageVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Remove-AppProvisionedPackage",,,,"None","",,"Remove-AppProvisionedPackage","Alias","Dism","3.0","Public","Dism","Dism","PowerShell",,
"",,"Remove-ASRFabric",,,,"None","",,"Remove-ASRFabric","Alias","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,
"",,"Remove-ASRNetworkMapping",,,,"None","",,"Remove-ASRNetworkMapping","Alias","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,
"",,"Remove-ASRPolicy",,,,"None","",,"Remove-ASRPolicy","Alias","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,
"",,"Remove-ASRProtectionContainerMapping",,,,"None","",,"Remove-ASRProtectionContainerMapping","Alias","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,
"",,"Remove-ASRRecoveryPlan",,,,"None","",,"Remove-ASRRecoveryPlan","Alias","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,
"",,"Remove-ASRReplicationProtectedItem",,,,"None","",,"Remove-ASRReplicationProtectedItem","Alias","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,
"",,"Remove-ASRRP",,,,"None","",,"Remove-ASRRP","Alias","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,
"",,"Remove-ASRServicesProvider",,,,"None","",,"Remove-ASRServicesProvider","Alias","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,
"",,"Remove-ASRStorageClassificationMapping",,,,"None","",,"Remove-ASRStorageClassificationMapping","Alias","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,
"",,"Remove-ASRvCenter",,,,"None","",,"Remove-ASRvCenter","Alias","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,
"",,"Remove-AzureAs",,,,"None","",,"Remove-AzureAs","Alias","AzureRM.AnalysisServices","0.6.6","Public","AzureRM.AnalysisServices","AzureRM.AnalysisServices","PowerShell",,
"",,"Remove-AzureHDInsightCluster",,,,"None","",,"Remove-AzureHDInsightCluster","Alias","Azure","5.1.2","Public","Azure","Azure","PowerShell",,
"",,"Remove-AzureRmAccount",,,,"None","",,"Remove-AzureRmAccount","Alias","AzureRM.Profile","4.6.0","Public","AzureRM.Profile","AzureRM.Profile","PowerShell",,
"",,"Remove-AzureRmIotHubEHCG",,,,"None","",,"Remove-AzureRmIotHubEHCG","Alias","AzureRM.IotHub","3.1.2","Public","AzureRM.IotHub","AzureRM.IotHub","PowerShell",,
"",,"Remove-AzureRmSqlDatabaseServerAuditing",,,,"None","",,"Remove-AzureRmSqlDatabaseServerAuditing","Alias","AzureRM.Sql","4.4.0","Public","AzureRM.Sql","AzureRM.Sql","PowerShell",,
"",,"Remove-EtwTraceSession",,,,"None","",,"Remove-EtwTraceSession","Alias","EventTracingManagement","1.0.0.0","Public","EventTracingManagement","EventTracingManagement","PowerShell",,
"",,"Remove-MsixPackage",,,,"None","",,"Remove-MsixPackage","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Remove-MsixPackageAutoUpdateSettings",,,,"None","",,"Remove-MsixPackageAutoUpdateSettings","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Remove-MsixPackageVolume",,,,"None","",,"Remove-MsixPackageVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Remove-MsixVolume",,,,"None","",,"Remove-MsixVolume","Alias","Appx","2.0.1.0","Public","Appx","Appx","PowerShell",,
"",,"Remove-ProvisionedAppPackage",,,,"None","",,"Remove-ProvisionedAppPackage","Alias","Dism","3.0","Public","Dism","Dism","PowerShell",,
"",,"Remove-ProvisionedAppSharedPackageContainer",,,,"None","",,"Remove-ProvisionedAppSharedPackageContainer","Alias","Dism","3.0","Public","Dism","Dism","PowerShell",,
"",,"Remove-ProvisionedAppxPackage",,,,"None","",,"Remove-ProvisionedAppxPackage","Alias","Dism","3.0","Public","Dism","Dism","PowerShell",,
"",,"Remove-ProvisioningPackage",,,,"None","",,"Remove-ProvisioningPackage","Alias","Provisioning","3.0","Public","Provisioning","Provisioning","PowerShell",,
